Order_ID,pH_0_30,BD_0_30,WHC_0_30,TC_Soil_0_30,TN_Soil_0_30,TP_Soil_0_30,C_N_Soil_0_30,Simpson,Shannon_wiener,Pielou,Richness,AGB,Cover_Plant,High_Plant,Number,TC_Plant,TN_Plant,TP_Plant,C_N_Plant,BGB_0_30,TC_Root_0_30,TN_Root_0_30,TP_Root_0_30,Relative_Coverage_Sedges,Relative_Coverage_Grass,Relative_Coverage_Shrubs,Relative_Coverage_Toxic_Plants,Relative_Coverage_Desirable_forbs,Relative_Quantity_Sedges,Relative_Quantity_Grass,Relative_Quantity_Shrubs,Relative_Quantity_Toxic_Plants,Relative_Quantity_Desirable_forbs,Relative_AGB_Sedges,Relative_AGB_Grass,Relative_AGB_Shrubs,Relative_AGB_Toxic_Plants,Relative_AGB_Desirable_forbs,Pi_Sedges,Pi_Grass,Pi_Shrubs,Pi_Toxic_Plants,Pi_Desirable_forbs,Relative_High_Sedges,Relative_High_Grass,Relative_High_Shrubs,Relative_High_Toxic_Plants,Relative_High_Desirable_forbs,Precipitation,Temperature,Growing_season_precipitation
45_5,7.04,0.93,28.86,99.7,10.1,1.29,9.87,0.94,3.05,0.93,27,99.37,98,2.6,1441,34.78,1.79,0.14,19.44,11503.96,2134.65,119.41,8.51,0.22,0.15,0.03,0.07,0.54,0.09,0.02,0.01,0.23,0.66,0.22,0.33,0.02,0.04,0.38,0.15,0.09,0.03,0.16,0.57,0.13,0.11,0.06,0.19,0.51,4661,-4.6,3909
46_1,7.63,1.04,27.45,82.25,8.01,1.34,10.27,0.92,2.69,0.93,18,113.64,54,3,1355,54.67,3.63,0.41,15.05,9372.16,2099.8,109.53,9.31,0.03,0.27,0,0.09,0.61,0.09,0.03,0,0.28,0.61,0.04,0.26,0,0.16,0.54,0.1,0.18,0,0.2,0.52,0.18,0.24,0,0.22,0.35,4661,-4.6,3909
46_2,7.16,0.71,58.34,80.99,7.47,1.23,10.84,0.93,2.78,0.91,21,107.49,73,3,1244,28.72,1.93,0.15,14.84,14667.88,3151.44,165.5,13.15,0.36,0.23,0,0.08,0.29,0.12,0.04,0,0.3,0.53,0.38,0.14,0,0.09,0.39,0.24,0.14,0,0.2,0.39,0.25,0.14,0,0.23,0.34,4661,-4.6,3909
46_3,7.06,0.9,33.57,126.02,11.68,1.89,10.79,0.94,2.9,0.94,22,80.02,40,2.5,852,58.55,3.61,0.4,16.24,6444.82,1993.63,98.28,7.88,0.31,0.13,0.03,0.18,0.35,0.08,0.03,0.01,0.33,0.56,0.22,0.22,0.02,0.1,0.44,0.22,0.12,0.03,0.25,0.37,0.29,0.21,0.05,0.24,0.21,4661,-4.6,3909
46_4,7.36,1.18,17.57,35.77,4.16,1.18,8.6,0.86,2.47,0.84,19,139.41,80,2.6,1559,41.29,2.5,0.25,16.51,29746.52,4518.04,172.16,19.97,0.11,0.25,0,0.18,0.42,0.07,0.03,0,0.08,0.81,0.24,0.15,0,0.03,0.58,0.12,0.17,0,0.12,0.58,0.18,0.21,0,0.1,0.49,4591,-5.2,3848
46_5,7.19,0.74,38.31,78.65,8.03,0.91,9.8,0.86,2.32,0.84,16,235.48,90,1.5,4167,36.73,2.8,0.43,13.11,8818.41,2432.59,114.37,8.04,0.07,0,0,0.15,0.78,0.09,0,0,0.02,0.84,0.04,0,0,0.02,0.94,0.11,0,0,0.16,0.69,0.16,0,0,0.32,0.47,4581,-5.3,3836
47_1,7.98,0.83,38.11,80.26,7.75,1.36,10.35,0.92,2.75,0.9,21,113.53,90,5,2408,127.82,7.93,0.64,16.13,10570.65,1737.79,75.76,7.34,0.33,0.09,0.01,0.31,0.25,0.13,0.01,0,0.31,0.55,0.3,0.28,0.03,0.23,0.16,0.21,0.1,0.03,0.3,0.35,0.19,0.19,0.07,0.29,0.26,4591,-5.2,3848
47_2,7.58,0.93,36.66,92.92,9.34,0.93,9.95,0.92,2.77,0.87,24,115.6,97,3,4402,148.48,9.04,0.68,16.42,10237.88,3022.69,118.34,6.79,0.18,0.04,0,0.32,0.46,0.26,0,0,0.36,0.38,0.54,0.08,0,0.19,0.19,0.2,0.04,0,0.38,0.38,0.15,0.09,0,0.44,0.32,4591,-5.2,3848
47_3,7.46,0.85,43.43,104.02,10.59,1.55,9.82,0.9,2.58,0.86,20,128.35,100,2,3034,186.5,12.23,0.92,15.25,17371.64,5026.99,163.43,8.7,0.35,0.14,0,0.25,0.26,0.12,0.03,0,0.63,0.22,0.49,0.04,0,0.31,0.17,0.21,0.14,0,0.37,0.28,0.16,0.24,0,0.23,0.37,4591,-5.2,3848
47_4,7.92,1.2,36.85,66.91,5.87,0.82,11.4,0.93,2.9,0.91,25,123.7,93,2.5,1990,192.18,12.37,0.92,15.54,11922.53,2992.07,113.81,7.2,0.34,0.06,0,0.26,0.26,0.1,0.01,0,0.48,0.4,0.43,0.02,0,0.3,0.25,0.2,0.1,0.02,0.32,0.32,0.16,0.23,0.06,0.24,0.29,4789,-6,3986
47_5,7.54,0.9,43.38,104.74,10.35,1.21,10.12,0.93,2.84,0.93,21,111.34,60,2.5,1861,185.81,10.65,0.69,17.45,9543.74,2243.53,91,5.04,0.37,0.02,0,0.32,0.29,0.07,0,0,0.54,0.38,0.51,0.04,0,0.22,0.24,0.23,0.05,0,0.37,0.35,0.23,0.13,0,0.26,0.37,4789,-6,3986
48_1,7.67,1.36,15.68,37.38,4.34,1.34,8.61,0.86,2.32,0.86,15,153.99,40,2,940,23.96,1.31,0.09,18.34,3220.56,1036.7,47.19,2.14,0,0.02,0.23,0.41,0.34,0,0.03,0.21,0.52,0.24,0,0.01,0.64,0.22,0.13,0,0.04,0.17,0.45,0.34,0,0.06,0.08,0.41,0.45,4789,-6,3986
48_2,7.47,1.02,23.42,47.53,5.17,0.93,9.19,0.92,2.7,0.89,21,82.56,48,1.3,950,27.24,1.53,0.11,17.84,2464.58,910.79,39.53,2.31,0.32,0.03,0.19,0.14,0.32,0.05,0,0.08,0.21,0.61,0.08,0.02,0.54,0.06,0.3,0.14,0.02,0.14,0.2,0.47,0.05,0.03,0.16,0.26,0.49,4789,-6,3986
48_3,7.26,1.06,18.12,54.39,5.76,0.99,9.44,0.91,2.75,0.84,26,105.98,35,4,1842,17.68,1.03,0.12,17.21,6307.03,1265.75,56.67,10.65,0.29,0.13,0.06,0.17,0.34,0.03,0.01,0.02,0.5,0.44,0.21,0.04,0.25,0.16,0.33,0.14,0.11,0.06,0.29,0.38,0.1,0.18,0.11,0.2,0.35,4789,-6,3986
48_4,7.27,1.04,15.51,38.75,4.59,0.99,8.45,0.92,2.69,0.91,19,102.59,15,2.3,644,16.11,0.97,0.1,16.53,2576.37,784.21,40.53,1.98,0,0.04,0.04,0.55,0.38,0,0.05,0.06,0.69,0.19,0,0.03,0.18,0.67,0.12,0,0.05,0.04,0.63,0.28,0,0.06,0.03,0.65,0.26,3150,-3.2,2597
48_5,7.68,1.04,17.13,34.52,3.8,1.06,9.08,0.93,2.83,0.93,21,38.44,18,3,307,5.92,0.36,0.04,16.38,1086.7,340.28,16.75,0.8,0,0.03,0,0.32,0.64,0,0.02,0,0.36,0.61,0,0.04,0,0.34,0.63,0,0.04,0,0.39,0.55,0,0.07,0,0.48,0.4,3150,-3.2,2597
49_1,7.63,1.18,10.71,42.14,2.88,0.66,14.66,0.76,1.56,0.87,6,12.01,10,2.8,35,19.79,1.13,0.06,17.46,4367.61,840.85,41.21,3.18,0.36,0.36,0,0.09,0.18,0.16,0.16,0,0.41,0.27,0.4,0.27,0,0.14,0.19,0.3,0.31,0,0.18,0.21,0.38,0.41,0,0.02,0.18,3150,-3.2,2597
49_2,7.62,1.45,8.41,13.68,0.96,0.32,14.25,0.82,1.86,0.9,8,29.09,22,1.8,107,10.43,0.62,0.04,16.94,5308.72,1911.71,105.27,3.7,0.15,0.15,0.04,0.56,0.11,0.26,0.07,0.02,0.25,0.41,0.14,0.19,0.15,0.49,0.02,0.27,0.14,0.05,0.34,0.2,0.4,0.21,0.11,0.2,0.08,3150,-3.2,2597
49_3,7.8,0.98,11.95,55.77,4.03,1.03,13.83,0.77,1.6,0.89,6,43.44,30,3.5,64,16.02,0.9,0.06,17.77,3153.52,900.63,46.36,1.56,0,0.57,0,0.16,0.27,0,0.27,0,0.4,0.33,0,0.44,0,0.22,0.34,0,0.53,0,0.23,0.24,0,0.75,0,0.13,0.12,3150,-3.2,2597
49_4,7.86,1.23,8.91,57.78,2.96,1.66,19.54,0.7,1.35,0.84,5,41.11,20,6,25,12.3,0.68,0.05,18.15,2103.21,737.73,31.28,1.17,0,0.71,0,0.21,0.09,0,0.58,0,0.24,0.19,0,0.7,0,0.28,0.01,0,0.68,0,0.18,0.14,0,0.75,0,0.09,0.16,3331,-5.6,2717
49_5,7.95,1.01,8.38,61.67,3.78,1.05,16.31,0.86,2.15,0.93,10,114.07,75,2.5,465,18.04,1.03,0.07,17.5,5709.09,1357.11,74.36,3.61,0.28,0.44,0,0.18,0.11,0.08,0.12,0,0.32,0.48,0.06,0.24,0,0.58,0.11,0.21,0.25,0,0.21,0.34,0.27,0.2,0,0.12,0.42,3331,-5.6,2717
50_1,8.12,1.24,20.78,55.35,3.65,0.83,15.15,0.83,1.92,0.88,9,89.7,35,7.5,573,14.83,0.86,0.07,17.32,2872.74,595.16,28.2,1.65,0,0.41,0,0.42,0.17,0,0.05,0,0.57,0.38,0,0.36,0,0.51,0.13,0,0.24,0,0.54,0.22,0,0.26,0,0.63,0.11,3331,-5.6,2717
50_2,8.16,1.1,27.08,63.89,4.69,0.77,13.63,0.86,2.14,0.89,11,75.37,25,5,885,27.26,1.41,0.1,19.27,1422.07,518.65,19.17,0.67,0,0.13,0,0.47,0.4,0,0.01,0,0.58,0.41,0,0.21,0,0.43,0.36,0,0.14,0,0.46,0.4,0,0.27,0,0.33,0.39,3331,-5.6,2717
50_3,8.2,1.17,20.19,68.36,4.59,0.88,14.88,0.86,2.25,0.85,14,47.9,40,4.3,529,21.45,1.14,0.08,18.88,2768.75,559.97,18.9,1.06,0.1,0.52,0,0.27,0.11,0.04,0.08,0,0.71,0.17,0.12,0.34,0,0.41,0.12,0.12,0.3,0,0.37,0.2,0.22,0.32,0,0.15,0.31,3331,-5.6,2717
50_4,8.19,1.19,18.46,70.81,3.55,0.98,19.96,0.82,2.06,0.78,14,81.55,80,5,1591,21.32,1.06,0.08,20.03,7248.15,960.9,33.43,2.66,0.01,0.22,0,0.65,0.12,0,0.03,0,0.8,0.17,0,0.24,0,0.67,0.09,0.06,0.15,0,0.57,0.22,0.16,0.21,0,0.27,0.36,3077,-3,2527
50_5,8.23,1.09,22.1,57.17,3.77,0.87,15.17,0.79,1.84,0.8,10,130.62,70,8,1285,13.86,0.76,0.06,18.14,2636.16,755.48,29.18,1.31,0.06,0.21,0,0.33,0.4,0.01,0.02,0,0.8,0.17,0.05,0.13,0,0.51,0.31,0.06,0.14,0,0.48,0.32,0.12,0.2,0,0.31,0.38,3077,-3,2527
52_1,8.22,1.1,14.21,41.06,3.48,0.86,11.82,0.73,1.67,0.8,8,107.96,25,1.8,1112,15.63,0.83,0.12,18.81,7123.36,1934.37,89.88,6.2,0.05,0.07,0,0.08,0.79,0.12,0.01,0,0.09,0.78,0.05,0.18,0,0.1,0.67,0.15,0.18,0,0.09,0.59,0.26,0.45,0,0.1,0.18,3472,-4.6,2889
52_2,8.21,1.36,21.44,22.29,1.6,0.79,13.92,0.82,1.89,0.86,9,129.95,40,2.9,439,19.17,1.05,0.15,18.21,1921.23,714.29,31.8,1.67,0.24,0.07,0,0.31,0.38,0.25,0.01,0,0.03,0.71,0.16,0.14,0,0.23,0.47,0.25,0.1,0,0.17,0.48,0.27,0.21,0,0.16,0.36,3472,-4.6,2889
52_3,8.26,1.18,16.14,26.74,1.97,0.88,13.57,0.77,1.65,0.85,7,90.58,50,4.3,426,13.21,0.72,0.1,18.46,3951.64,1079.25,39.09,2.82,0.08,0.17,0,0.49,0.29,0.02,0.04,0,0.44,0.54,0,0.48,0,0.31,0.21,0.11,0.14,0,0.41,0.37,0.23,0.2,0,0.31,0.28,4047,-5.4,3369
52_4,8.24,1.3,15.82,20.5,1.55,0.51,13.22,0.7,1.29,0.93,4,82.42,35,4.2,271,19.45,0.98,0.11,19.83,1838.03,590.33,26.97,1.46,0.27,0.04,0,0.69,0,0.09,0.02,0,0.89,0,0,0.16,0,0.84,0,0.21,0.16,0,0.63,0,0.27,0.42,0,0.31,0,4047,-5.4,3369
52_5,8.02,1.05,12.54,47.09,4.27,0.69,11.02,0.83,1.89,0.91,8,168.93,70,2.1,394,50.53,2.42,0.23,20.92,6956.97,1958.71,99.88,5.16,0.02,0.12,0,0.72,0.13,0.01,0.05,0,0.36,0.58,0,0.03,0,0.91,0.05,0.08,0.15,0,0.41,0.36,0.19,0.28,0,0.16,0.36,4047,-5.4,3369
53_1,7.85,1.32,26.27,66.61,6.22,1.7,10.7,0.88,2.34,0.91,13,207.49,13,1.8,318,23.78,1.39,0.15,17.1,708.74,211.01,4.46,0.53,0,0.09,0.04,0.22,0.65,0,0.02,0.02,0.17,0.8,0,0.06,0.05,0.26,0.62,0,0.09,0.05,0.24,0.62,0,0.16,0.09,0.34,0.41,4047,-5.4,3369
53_2,7.87,0.94,30.78,53,5.38,1.21,9.85,0.93,2.81,0.94,20,114.4,46,1.3,840,15.4,0.87,0.08,17.71,2641.36,1037.28,42.8,1.61,0.04,0.07,0,0.29,0.6,0.03,0.01,0,0.3,0.66,0.01,0.15,0,0.24,0.6,0.05,0.07,0,0.33,0.56,0.08,0.11,0,0.39,0.41,4047,-5.4,3369
53_3,8.02,1.31,25.26,66.31,6.99,1.52,9.48,0.9,2.6,0.86,21,215.94,75,4,1770,13.19,0.79,0.08,16.76,1463.67,445.39,17.77,1.08,0,0.03,0,0.52,0.45,0,0,0,0.23,0.76,0,0.04,0,0.32,0.64,0,0.04,0.01,0.39,0.55,0,0.08,0.04,0.44,0.44,4364,-6.9,3438
53_4,8.07,1.29,22.39,51.41,5.21,1.21,9.87,0.93,2.87,0.92,23,106.36,65,2.8,1146,19.59,1.22,0.09,16.02,1429.87,554.12,20.15,0.87,0,0.1,0.04,0.34,0.52,0,0.01,0.14,0.19,0.66,0,0.05,0,0.27,0.68,0,0.09,0.07,0.26,0.58,0,0.15,0.04,0.25,0.55,4057,-5.4,3382
53_5,8.15,1.36,25,61.13,5.97,1.76,10.24,0.89,2.56,0.88,18,58.37,20,1.5,300,5.66,0.29,0.04,19.4,649.94,252.34,8.9,0.35,0,0.22,0.06,0.25,0.47,0,0.04,0.07,0.13,0.76,0,0.11,0.11,0.14,0.64,0,0.13,0.06,0.21,0.6,0,0.12,0.06,0.26,0.56,4057,-5.4,3382
54_1,8.15,1.08,28.63,53.75,4.39,1.2,12.25,0.8,2.24,0.79,17,83.68,30,4.2,556,20.11,1.13,0.14,17.84,491.36,167.5,7.51,0.38,0,0.02,0,0.81,0.17,0,0.01,0,0.57,0.42,0,0.01,0,0.9,0.09,0,0.03,0,0.66,0.31,0,0.06,0,0.61,0.33,4057,-5.4,3382
54_2,8.08,1.14,30.84,28.64,2.98,0.55,9.61,0.83,2.17,0.8,15,78,60,4.4,1015.7,47.92,2.1,0.16,22.83,712.34,251.74,11.66,0.46,0,0.19,0,0.64,0.17,0,0.03,0,0.81,0.16,0,0.14,0,0.64,0.22,0,0.11,0,0.68,0.21,0,0.11,0,0.58,0.3,4057,-5.4,3382
54_3,7.91,1.29,32.47,27.35,2.94,0.55,9.31,0.9,2.65,0.86,22,90.1,40,3,553,20.37,1.09,0.09,18.63,1747.04,603.61,23.09,1.26,0,0.06,0,0.35,0.59,0,0.01,0,0.27,0.71,0,0.04,0,0.29,0.67,0,0.05,0,0.3,0.65,0,0.09,0,0.27,0.64,3964,-5.2,3287
54_4,7.74,1.06,68.87,37.05,3.93,0.52,9.43,0.93,2.9,0.89,26,129.79,57,2.05,1497,36.33,1.83,0.13,19.82,4349.41,792.02,34.81,2.22,0.07,0.02,0,0.46,0.45,0.18,0,0,0.38,0.45,0.13,0.01,0,0.46,0.4,0.09,0.04,0,0.44,0.43,0.02,0.09,0,0.48,0.41,3887,-5.1,3247
54_5,7.87,1.22,31.4,22.37,2.58,0.51,8.67,0.91,2.57,0.95,15,30.79,20,1.5,594,35.37,1.57,0.12,22.49,1154.3,383.98,16.44,0.79,0,0.09,0,0.27,0.64,0,0.01,0,0.26,0.73,0,0.06,0,0.22,0.72,0,0.07,0,0.25,0.69,0,0.1,0,0.21,0.68,3964,-5.2,3287
55_1,8.44,1.38,11.59,50.88,2.23,1.33,22.83,0.82,1.97,0.82,11,246.7,93,1,3146,34.2,1.6,0.18,21.35,4921.36,907.14,39.97,2.6,0.03,0.09,0,0.3,0.58,0,0.01,0,0.43,0.56,0.01,0.27,0,0.4,0.32,0.06,0.17,0,0.29,0.48,0.15,0.4,0,0.15,0.3,3964,-5.2,3287
55_2,8.35,1.2,19.66,67.66,3.29,1.58,20.57,0.88,2.59,0.84,22,164.47,95,1.8,3997,16.06,0.76,0.07,21.09,4697.78,1283.43,51.61,3.11,0.11,0.07,0.03,0.42,0.37,0.01,0,0.01,0.73,0.25,0.02,0,0.01,0.76,0.21,0.08,0.05,0.03,0.49,0.36,0.12,0.06,0.06,0.32,0.45,3964,-5.2,3287
55_3,8.43,1.41,13.31,27.35,1.77,0.52,15.42,0.86,2.18,0.88,12,33.62,21,1.6,273,15.9,0.84,0.07,19.04,709.74,272.64,9.62,0.52,0,0.13,0,0.3,0.57,0,0.03,0,0.36,0.61,0,0.03,0,0.54,0.43,0,0.09,0,0.35,0.56,0,0.11,0,0.38,0.51,3863,-6,3176
55_4,8.33,1.51,7.62,39.87,1.55,1.13,25.8,0.72,1.51,0.84,5,57.99,17,2.1,284,22.6,1.09,0.11,20.78,717.54,219.93,8,0.49,0,0.18,0,0.24,0.58,0,0.02,0,0.19,0.79,0,0.06,0,0.35,0.59,0,0.1,0,0.22,0.68,0,0.11,0,0.22,0.67,3863,-6,3176
55_5,8.31,1.44,7.55,38.87,1.53,1.24,25.44,0.88,2.33,0.88,14,122.58,43,1.5,811,20.71,1.09,0.07,18.96,626.54,199.98,7.64,0.42,0,0.06,0,0.59,0.35,0,0.01,0,0.74,0.25,0,0.07,0,0.8,0.13,0,0.05,0,0.64,0.31,0,0.1,0,0.58,0.32,3863,-6,3176
56_1,8.01,1.2,26.35,55.98,4.76,1.48,11.77,0.9,2.45,0.91,15,106.48,93,1.2,1832,12.31,0.73,0.07,16.93,3345.9,1023.46,32.08,2.56,0.06,0.3,0,0.25,0.39,0.03,0.04,0,0.42,0.51,0.01,0.5,0,0.22,0.26,0.07,0.16,0,0.31,0.45,0.13,0.14,0,0.27,0.46,3863,-6,3176
56_2,7.92,1.05,24.66,69.81,6.16,1.82,11.34,0.85,2.32,0.82,17,95.98,50,1.5,1503,17.94,1.07,0.12,16.84,2552.97,844.49,41.14,2.64,0,0,0,0.09,0.91,0,0,0,0.05,0.95,0,0,0,0.1,0.9,0,0,0,0.2,0.8,0,0,0,0.44,0.56,3863,-6,3176
56_3,8.04,1.33,19.83,68.47,5.52,2.02,12.4,0.91,2.52,0.83,21,76.3,15,2,905,17.62,1.03,0.09,17.1,727.93,287.6,11.05,0.6,0,0.11,0,0.34,0.55,0,0.01,0,0.38,0.61,0,0.01,0,0.3,0.68,0,0.06,0,0.4,0.54,0,0.06,0,0.48,0.46,4066,-5.3,3391
56_4,8.1,1.38,20.52,71.48,5.9,2.13,12.11,0.89,2.55,0.88,18,58.64,40,1.6,1262,9.41,0.56,0.05,16.89,951.51,350.06,12,0.75,0,0.12,0,0.42,0.45,0,0.01,0,0.45,0.54,0,0.04,0,0.26,0.7,0,0.07,0,0.41,0.52,0,0.09,0,0.35,0.56,4066,-5.3,3391
56_5,8.02,1.23,23.36,62.38,4.83,1.92,12.92,0.93,2.8,0.91,22,92.31,75,1.5,1930,15.68,0.84,0.09,18.67,1177.69,475.3,17.68,1.17,0.05,0.15,0,0.39,0.41,0.05,0.01,0,0.54,0.4,0.04,0.17,0,0.38,0.41,0.06,0.09,0,0.44,0.4,0.1,0.11,0,0.4,0.4,4066,-5.3,3391
57_1,8.28,1.22,23.28,45.36,4.66,1.2,9.72,0.91,2.64,0.9,19,96.81,31,3.1,359,17.15,0.94,0.11,18.19,1528.66,444.4,14.71,1.81,0,0.36,0.04,0.31,0.29,0,0.09,0.09,0.51,0.31,0,0.22,0.11,0.36,0.32,0,0.19,0.06,0.42,0.34,0,0.11,0.05,0.43,0.41,4066,-5.3,3391
57_2,8.24,1.25,24.12,49.99,4.35,1.52,11.49,0.84,2.17,0.82,15,69.39,46,3.5,552,20.39,0.99,0.09,20.69,1084.1,318.75,11.28,0.59,0,0.31,0,0.54,0.15,0,0.04,0,0.76,0.2,0,0.24,0,0.58,0.18,0,0.18,0,0.63,0.19,0,0.18,0,0.6,0.22,4066,-5.3,3391
57_3,8.22,1.23,23.08,45.83,4.19,1.58,10.95,0.86,2.24,0.83,15,62.3,40,3.8,357,13.89,0.75,0.07,18.56,1073.7,327.52,13.1,0.69,0,0.4,0,0.28,0.31,0,0.1,0,0.57,0.32,0,0.32,0,0.41,0.27,0,0.22,0,0.4,0.38,0,0.17,0,0.34,0.49,4173,-4.3,3427
57_4,8.3,1.29,22.31,57.58,4.49,1.48,12.83,0.92,2.75,0.89,22,50.02,70,4.8,656,16.42,0.79,0.07,20.79,3018.33,959.63,23.3,0.85,0,0.46,0,0.35,0.19,0,0.18,0,0.39,0.43,0,0.4,0,0.31,0.29,0.02,0.28,0,0.4,0.31,0.04,0.19,0,0.46,0.3,4173,-4.3,3427
57_5,8.22,1.33,26.04,22.72,2.14,0.7,10.61,0.87,2.32,0.88,14,41.56,30,2.3,408,14.08,0.72,0.07,19.56,2295.59,590.36,23.07,1.32,0,0.24,0,0.37,0.39,0,0.04,0,0.55,0.42,0,0.33,0,0.31,0.35,0,0.16,0,0.48,0.37,0,0.2,0,0.51,0.29,4173,-4.3,3427
58_1,8.27,1.16,17.16,43.56,3.23,1.09,13.49,0.85,2.21,0.84,14,71.53,40,1.2,867,9.35,0.48,0.05,19.35,1429.87,485.53,17.68,0.91,0.11,0.02,0,0.12,0.75,0.01,0.01,0,0.45,0.54,0.05,0.02,0,0.26,0.67,0.09,0.04,0,0.28,0.59,0.14,0.09,0,0.28,0.5,4173,-4.3,3427
58_2,8.28,1.13,24.84,78.85,4.1,1.62,19.22,0.69,1.55,0.74,8,31.02,61,2.5,186,7.45,0.4,0.04,18.76,1008.71,348.08,9.96,0.52,0,0.74,0,0.05,0.2,0,0.31,0,0.13,0.56,0,0.59,0,0.07,0.34,0,0.51,0,0.12,0.37,0,0.47,0,0.18,0.35,4173,-4.3,3427
58_3,8.51,1.14,20.27,82.33,5.36,1.41,15.36,0.87,2.27,0.82,16,95.06,61,3.9,1439,15.74,0.85,0.07,18.51,2862.34,600.68,23.81,1.52,0,0.22,0,0.27,0.51,0,0.02,0,0.38,0.6,0,0.17,0,0.42,0.42,0,0.24,0,0.28,0.47,0,0.48,0,0.2,0.32,3118,-4.3,2568
58_4,8.4,1.3,20.16,54.38,3.27,1.07,16.64,0.83,2.19,0.81,15,77.26,30,1.5,663,13.71,0.67,0.06,20.39,712.34,251.32,10.81,0.49,0,0.02,0,0.11,0.86,0,0,0,0.07,0.93,0,0.02,0,0.1,0.88,0,0.04,0,0.2,0.76,0,0.1,0,0.43,0.48,3118,-4.3,2568
58_5,8.29,1.18,19.67,77.36,4.45,1.59,17.37,0.81,1.86,0.89,8,84.76,45,1.5,1056,14.17,0.69,0.07,20.64,1208.89,431.26,14.44,0.79,0,0.2,0,0.16,0.64,0,0.02,0,0.18,0.8,0,0.23,0,0.11,0.66,0,0.17,0,0.22,0.61,0,0.3,0,0.31,0.39,3118,-4.3,2568
60_1,7.63,1.19,21.74,41.69,4.76,1.25,8.76,0.89,2.42,0.87,16,65,55,1.7,1384,14.65,0.68,0.07,21.67,2545.17,689.83,28.3,1.66,0,0.09,0,0.24,0.67,0,0.01,0,0.7,0.29,0,0.14,0,0.38,0.48,0,0.14,0,0.37,0.49,0,0.31,0,0.17,0.52,3989,-6.7,3213
60_2,7.76,1.02,22.44,42.09,4.18,1.2,10.07,0.92,2.68,0.93,18,39.46,45,1.6,745,10.16,0.62,0.04,16.3,2677.76,845.69,30.23,1.76,0,0.12,0,0.26,0.62,0,0.02,0,0.47,0.51,0,0.08,0,0.35,0.57,0,0.09,0,0.33,0.58,0,0.13,0,0.28,0.59,3989,-6.7,3213
60_3,7.95,1.12,19.13,42.29,4.52,1.21,9.36,0.86,2.24,0.85,14,35.33,40,2.2,967,10.54,0.55,0.05,19.12,857.92,300.85,12.07,0.71,0,0.1,0,0.52,0.37,0,0.01,0,0.46,0.53,0,0.04,0,0.49,0.47,0,0.08,0,0.46,0.46,0,0.13,0,0.38,0.48,4029,-6.9,3219
60_4,7.98,1.33,24.32,30.29,3.56,0.9,8.51,0.89,2.35,0.89,14,96.33,60,2.5,1497,19.86,0.95,0.11,20.83,2215,604.89,24.56,1.76,0,0.22,0,0.48,0.29,0,0.02,0,0.76,0.22,0,0.05,0,0.6,0.35,0,0.1,0,0.55,0.35,0,0.06,0,0.41,0.53,4029,-6.9,3219
60_5,7.96,1.22,23.26,31.5,3.69,1.29,8.54,0.85,2.25,0.83,15,53.8,55,2.1,933,11.24,0.61,0.06,18.49,1232.29,374.64,11.22,1.37,0,0.16,0,0.47,0.37,0,0.03,0,0.68,0.29,0,0.09,0,0.6,0.31,0,0.12,0,0.48,0.39,0,0.19,0,0.3,0.52,4029,-6.9,3219
61_1,7.95,0.98,21.13,51.82,4.39,1.09,11.81,0.77,1.96,0.74,14,83.96,72,2.4,1262,17.07,0.65,0.08,26.06,10614.84,2522.29,112.25,10.2,0,0.09,0,0.68,0.24,0,0.01,0,0.58,0.41,0,0.17,0,0.68,0.15,0,0.08,0,0.57,0.36,0,0.14,0,0.45,0.42,4029,-6.9,3219
61_2,8.12,1.18,15.02,33.33,2.49,1.29,13.41,0.85,2.24,0.83,15,22.47,30,1.8,502,5.08,0.31,0.02,16.49,4462.76,1507.92,64.21,3.95,0,0.03,0,0.56,0.41,0,0.01,0,0.68,0.31,0,0,0,0.73,0.27,0,0.04,0,0.55,0.42,0,0.07,0,0.39,0.54,4029,-6.9,3219
61_4,8,1.17,19.3,50.18,4.64,1.3,10.83,0.87,2.21,0.89,12,69.26,45,1.9,1165,15.6,0.75,0.08,20.67,1435.07,412.79,19.07,1.15,0,0.03,0,0.46,0.51,0,0,0,0.59,0.4,0,0,0,0.58,0.41,0,0.03,0,0.49,0.48,0,0.05,0,0.42,0.53,3967,-6.3,3197
61_5,8.14,1.16,19.76,58.98,4.6,1.4,12.82,0.83,1.99,0.86,10,54.65,65,2.4,1150,12.31,0.57,0.06,21.66,6819.19,2370.58,92.76,4.53,0,0.02,0,0.8,0.17,0,0,0,0.82,0.17,0,0,0,0.83,0.17,0,0.04,0,0.64,0.32,0,0.09,0,0.28,0.62,3967,-6.3,3197
62_1,8.23,1.23,18.68,60.55,4.79,1.93,12.65,0.9,2.46,0.91,15,53.48,25,1.6,1128,12.3,0.59,0.06,20.91,899.52,319.74,12.95,0.83,0,0.1,0,0.33,0.57,0,0.01,0,0.48,0.51,0,0.11,0,0.32,0.57,0,0.08,0,0.39,0.53,0,0.13,0,0.37,0.5,3967,-6.3,3197
62_2,8.15,1.19,18.54,61.04,4.55,1.72,13.4,0.89,2.43,0.9,15,45.12,20,1.3,395,9.96,0.49,0.05,20.25,759.13,282.35,12.55,0.74,0,0,0,0.38,0.63,0,0,0,0.39,0.61,0,0,0,0.38,0.62,0,0,0,0.37,0.63,0,0,0,0.35,0.65,3967,-6.3,3197
